#{"t_start": 1760174605.785933, "env_id": "MountainCar-v0"}
r,l,t
-200.0,200,60.768649
-200.0,200,60.824567
-196.0,196,60.880248
-200.0,200,60.941154
-200.0,200,61.005081
-200.0,200,61.068657
-185.0,185,61.120084
-200.0,200,61.180458
-197.0,197,61.242872
-173.0,173,61.292017
-150.0,150,61.334653
-195.0,195,61.398451
-138.0,138,61.43767
-193.0,193,61.494534
-181.0,181,61.547747
-200.0,200,61.606129
-168.0,168,61.656595
-200.0,200,61.711565
-190.0,190,61.765188
-160.0,160,61.811943
-200.0,200,61.865565
-167.0,167,61.917554
-182.0,182,61.968211
-152.0,152,62.015103
-165.0,165,62.063272
-200.0,200,62.121375
-194.0,194,62.174643
-158.0,158,62.225746
-170.0,170,62.27163
-200.0,200,62.332129
-200.0,200,62.385747
-200.0,200,62.450031
-157.0,157,62.494595
-198.0,198,62.551048
-173.0,173,62.600636
-150.0,150,62.643401
-200.0,200,62.701953
-200.0,200,62.755639
-200.0,200,62.813484
-200.0,200,62.869669
-185.0,185,62.922468
-200.0,200,62.976205
-153.0,153,63.020126
-153.0,153,63.062517
-200.0,200,63.119624
-200.0,200,63.17338
-163.0,163,63.217684
-200.0,200,63.282996
-138.0,138,63.32539
-200.0,200,63.380116
-200.0,200,63.438647
-174.0,174,63.486559
-157.0,157,63.531952
-148.0,148,63.579285
-200.0,200,63.633921
-158.0,158,63.68055
-161.0,161,63.724649
-154.0,154,63.768118
-200.0,200,63.821558
-200.0,200,63.880984
-179.0,179,63.930496
-200.0,200,63.984136
-200.0,200,64.043616
-200.0,200,64.102609
-149.0,149,64.148349
-200.0,200,64.202674
-145.0,145,64.243307
-200.0,200,64.302501
-157.0,157,64.342794
-200.0,200,64.400022
-200.0,200,64.453963
-200.0,200,64.514889
-176.0,176,64.563596
-200.0,200,64.622702
-200.0,200,64.68673
-200.0,200,64.745156
-148.0,148,64.790742
-143.0,143,64.833827
-156.0,156,64.876642
-200.0,200,64.936698
-157.0,157,64.981818
-143.0,143,65.022307
-189.0,189,65.075021
-200.0,200,65.135586
-200.0,200,65.189746
-200.0,200,65.24729
-200.0,200,65.301503
-200.0,200,65.369145
-148.0,148,65.410676
-200.0,200,65.469033
-149.0,149,65.511613
-200.0,200,65.574653
-157.0,157,65.615594
-200.0,200,65.672998
-200.0,200,65.732038
-88.0,88,65.760681
-200.0,200,65.815213
-200.0,200,65.874026
-200.0,200,65.931176
-200.0,200,65.995596
-148.0,148,66.036812
-200.0,200,66.094354
-147.0,147,66.134803
-199.0,199,66.193361
-163.0,163,66.23805
-152.0,152,66.282162
-143.0,143,66.321781
-156.0,156,66.370221
-200.0,200,66.425042
-140.0,140,66.466146
-200.0,200,66.523265
-200.0,200,66.583819
-200.0,200,66.637982
-200.0,200,66.697877
-200.0,200,66.751441
-200.0,200,66.822958
-200.0,200,66.878036
-200.0,200,66.935717
-200.0,200,66.990052
-200.0,200,67.055412
-172.0,172,67.105163
-200.0,200,67.160249
-167.0,167,67.210709
-175.0,175,67.267331
-140.0,140,67.311625
-200.0,200,67.370218
-199.0,199,67.424074
-200.0,200,67.487805
-176.0,176,67.538309
-167.0,167,67.583826
-200.0,200,67.640575
-129.0,129,67.678313
-200.0,200,67.7397
-200.0,200,67.798915
-200.0,200,67.85332
-200.0,200,67.912577
-200.0,200,67.967757
-200.0,200,68.026168
-200.0,200,68.080025
-200.0,200,68.139619
-200.0,200,68.193559
-200.0,200,68.251027
-175.0,175,68.301351
-200.0,200,68.357001
-158.0,158,68.401766
-200.0,200,68.455294
-200.0,200,68.514977
-200.0,200,68.571302
-200.0,200,68.628007
-200.0,200,68.687447
-200.0,200,68.74548
-200.0,200,68.802548
-200.0,200,68.862064
-200.0,200,68.917217
-200.0,200,68.974828
-200.0,200,69.032649
-200.0,200,69.090856
-200.0,200,69.145338
-200.0,200,69.207971
-200.0,200,69.264773
-200.0,200,69.321391
-168.0,168,69.368828
-200.0,200,69.427097
-145.0,145,69.469518
-161.0,161,69.514489
-187.0,187,69.567257
-172.0,172,69.615537
-200.0,200,69.670967
-200.0,200,69.727543
-157.0,157,69.768373
-200.0,200,69.825314
-200.0,200,69.884845
-124.0,124,69.922948
-200.0,200,69.980256
-176.0,176,70.030541
-184.0,184,70.083265
-200.0,200,70.141667
-200.0,200,70.196629
-200.0,200,70.256917
-200.0,200,70.316382
-200.0,200,70.373541
-200.0,200,70.427577
-153.0,153,70.471895
-200.0,200,70.531656
-170.0,170,70.581776
-200.0,200,70.636573
-200.0,200,70.694058
-154.0,154,70.736588
-160.0,160,70.782677
-115.0,115,70.81859
-138.0,138,70.855281
-200.0,200,70.917357
-150.0,150,70.957941
-163.0,163,71.002522
-137.0,137,71.045249
-199.0,199,71.119466
-187.0,187,71.173767
-179.0,179,71.223346
-157.0,157,71.267938
-200.0,200,71.325969
-200.0,200,71.387678
-200.0,200,71.441887
-150.0,150,71.486709
-177.0,177,71.538148
-110.0,110,71.571175
-104.0,104,71.598432
-166.0,166,71.649508
-181.0,181,71.702332
-200.0,200,71.756415
-200.0,200,71.813264
-158.0,158,71.857572
-129.0,129,71.895403
-190.0,190,71.948585
-200.0,200,72.002369
-136.0,136,72.041944
-200.0,200,72.0979
-200.0,200,72.154782
-181.0,181,72.204346
-200.0,200,72.261191
-159.0,159,72.307497
-200.0,200,72.361464
-182.0,182,72.410526
-148.0,148,72.453997
-168.0,168,72.504852
-141.0,141,72.545268
-131.0,131,72.582459
-164.0,164,72.628235
-200.0,200,72.691541
-200.0,200,72.750867
-98.0,98,72.78445
-200.0,200,72.840734
-200.0,200,72.900628
-125.0,125,72.93237
-166.0,166,72.980981
-200.0,200,73.034837
-142.0,142,73.076494
-200.0,200,73.134835
-87.0,87,73.158965
-185.0,185,73.213993
-200.0,200,73.270038
-167.0,167,73.320609
-176.0,176,73.370076
-148.0,148,73.410072
-165.0,165,73.457235
-187.0,187,73.510168
-136.0,136,73.548305
-172.0,172,73.60383
-151.0,151,73.648667
-150.0,150,73.693297
-157.0,157,73.737269
-159.0,159,73.783661
-196.0,196,73.840055
-200.0,200,73.895314
-159.0,159,73.94132
-162.0,162,73.986777
-170.0,170,74.037805
-87.0,87,74.060866
-145.0,145,74.104123
-152.0,152,74.147118
-199.0,199,74.206859
-200.0,200,74.267484
-166.0,166,74.312721
-200.0,200,74.382804
-200.0,200,74.446226
-200.0,200,74.505598
-200.0,200,74.559834
-129.0,129,74.595672
-164.0,164,74.646283
-200.0,200,74.700044
-157.0,157,74.743878
-200.0,200,74.797609
-104.0,104,74.830493
-200.0,200,74.886439
-175.0,175,74.937461
-150.0,150,74.983873
-190.0,190,75.046535
-200.0,200,75.1039
-171.0,171,75.159032
-200.0,200,75.220672
-200.0,200,75.281875
-200.0,200,75.33788
-200.0,200,75.395845
-200.0,200,75.449693
-180.0,180,75.50847
-200.0,200,75.565699
-200.0,200,75.625513
-156.0,156,75.66769
-151.0,151,75.721424
-200.0,200,75.776744
-200.0,200,75.841638
-196.0,196,75.906673
-162.0,162,75.954188
-159.0,159,75.998894
-200.0,200,76.062799
-108.0,108,76.090963
-188.0,188,76.146874
-178.0,178,76.196104
-200.0,200,76.256943
-174.0,174,76.306377
-85.0,85,76.330991
-126.0,126,76.366645
-166.0,166,76.414899
-156.0,156,76.460374
-200.0,200,76.516602
-199.0,199,76.576451
-180.0,180,76.62703
-117.0,117,76.65855
-191.0,191,76.719963
-194.0,194,76.774302
-157.0,157,76.819173
-122.0,122,76.854385
-115.0,115,76.890272
-199.0,199,76.948929
-169.0,169,76.993915
-148.0,148,77.03477
-157.0,157,77.086408
-200.0,200,77.144645
-149.0,149,77.185995
-158.0,158,77.233608
-120.0,120,77.268236
-146.0,146,77.312767
-138.0,138,77.357178
-187.0,187,77.410832
-147.0,147,77.455415
-200.0,200,77.51217
-168.0,168,77.560961
-165.0,165,77.606082
-140.0,140,77.647746
-165.0,165,77.692817
-113.0,113,77.725294
-157.0,157,77.776693
-166.0,166,77.828673
-149.0,149,77.869199
-123.0,123,77.90439
-151.0,151,77.94504
-200.0,200,78.005001
-158.0,158,78.046294
-169.0,169,78.097327
-140.0,140,78.140128
-200.0,200,78.197219
-161.0,161,78.245101
-147.0,147,78.294234
-195.0,195,78.354063
-146.0,146,78.397025
-166.0,166,78.441958
-185.0,185,78.496836
-143.0,143,78.538306
-144.0,144,78.58086
-173.0,173,78.625851
-142.0,142,78.6675
-185.0,185,78.720414
-138.0,138,78.765542
-200.0,200,78.820327
-145.0,145,78.860579
-163.0,163,78.905416
-142.0,142,78.947534
-148.0,148,78.987458
-200.0,200,79.049505
-140.0,140,79.089525
-196.0,196,79.146748
-200.0,200,79.200437
-145.0,145,79.240951
-139.0,139,79.280976
-143.0,143,79.323237
-143.0,143,79.363761
-200.0,200,79.42083
-189.0,189,79.471119
-143.0,143,79.5135
-200.0,200,79.571339
-200.0,200,79.625268
-200.0,200,79.682279
-200.0,200,79.73764
-146.0,146,79.77774
-142.0,142,79.818162
-141.0,141,79.857957
-143.0,143,79.900041
-200.0,200,79.956975
-141.0,141,79.993172
-200.0,200,80.050409
-147.0,147,80.094037
-200.0,200,80.151241
-200.0,200,80.205037
-200.0,200,80.262354
-148.0,148,80.304959
-146.0,146,80.344893
-87.0,87,80.367729
-200.0,200,80.424732
-147.0,147,80.466978
-163.0,163,80.511385
-200.0,200,80.570441
-156.0,156,80.61299
-145.0,145,80.660036
-185.0,185,80.710562
-143.0,143,80.750731
-161.0,161,80.79539
-144.0,144,80.83992
-164.0,164,80.886647
-200.0,200,80.945254
-200.0,200,81.000258
-200.0,200,81.060269
-200.0,200,81.113822
-200.0,200,81.171528
-150.0,150,81.212447
-200.0,200,81.27413
-200.0,200,81.330491
-141.0,141,81.370825
-164.0,164,81.416312
-147.0,147,81.458333
-200.0,200,81.517737
-145.0,145,81.559903
-200.0,200,81.621033
-200.0,200,81.680234
-161.0,161,81.727055
-179.0,179,81.779248
-142.0,142,81.819615
-149.0,149,81.863075
-200.0,200,81.922138
-143.0,143,81.96385
-141.0,141,82.005601
-200.0,200,82.064952
-145.0,145,82.106892
-160.0,160,82.153726
-155.0,155,82.200287
-200.0,200,82.258325
-146.0,146,82.304507
-95.0,95,82.331758
-200.0,200,82.38703
-148.0,148,82.430923
-200.0,200,82.503828
-149.0,149,82.546886
-143.0,143,82.588451
-153.0,153,82.637065
-158.0,158,82.678497
-148.0,148,82.723224
-147.0,147,82.764089
-158.0,158,82.8111
-200.0,200,82.866204
-200.0,200,82.923917
-200.0,200,82.982034
-165.0,165,83.037869
-200.0,200,83.094898
-200.0,200,83.155446
-200.0,200,83.211733
-144.0,144,83.254556
-200.0,200,83.313351
-160.0,160,83.360175
-150.0,150,83.403018
-200.0,200,83.461028
-146.0,146,83.506313
-200.0,200,83.563667
-106.0,106,83.59618
-200.0,200,83.654342
-200.0,200,83.712718
-200.0,200,83.76786
-200.0,200,83.826227
-200.0,200,83.884154
-200.0,200,83.942493
-200.0,200,83.99731
-155.0,155,84.042676
-200.0,200,84.099199
-144.0,144,84.140434
-146.0,146,84.18459
-150.0,150,84.226166
-146.0,146,84.268701
-200.0,200,84.326751
-148.0,148,84.367125
-174.0,174,84.416606
-147.0,147,84.462652
-200.0,200,84.518583
-200.0,200,84.583794
-200.0,200,84.641167
-200.0,200,84.701888
-149.0,149,84.743387
-200.0,200,84.802479
-200.0,200,84.857444
-200.0,200,84.918647
-156.0,156,84.959843
-157.0,157,85.004806
-150.0,150,85.049325
-200.0,200,85.106911
-147.0,147,85.148146
-173.0,173,85.198415
-200.0,200,85.256744
-114.0,114,85.290904
-144.0,144,85.331305
-200.0,200,85.384847
-164.0,164,85.430158
-200.0,200,85.493556
-159.0,159,85.5405
-200.0,200,85.597357
-200.0,200,85.657341
-159.0,159,85.706211
-156.0,156,85.752366
-200.0,200,85.808504
-161.0,161,85.85554
-200.0,200,85.918069
-153.0,153,85.959277
-200.0,200,86.016763
-145.0,145,86.056315
-156.0,156,86.107669
-157.0,157,86.150375
-200.0,200,86.21011
-161.0,161,86.257222
-146.0,146,86.301635
-144.0,144,86.343505
-155.0,155,86.38936
-200.0,200,86.44499
-148.0,148,86.49114
-147.0,147,86.536358
-152.0,152,86.577306
-200.0,200,86.635634
-151.0,151,86.679036
-142.0,142,86.719363
-152.0,152,86.759989
-155.0,155,86.804381
-147.0,147,86.847491
-150.0,150,86.891699
-144.0,144,86.931814
-155.0,155,86.972769
-153.0,153,87.019555
-152.0,152,87.0602
-155.0,155,87.104795
-167.0,167,87.153438
-143.0,143,87.196348
-141.0,141,87.234036
-167.0,167,87.284153
-156.0,156,87.329782
-151.0,151,87.378526
-165.0,165,87.425517
-200.0,200,87.485069
-200.0,200,87.540911
-165.0,165,87.591997
-200.0,200,87.646248
-176.0,176,87.695544
-200.0,200,87.752927
-167.0,167,87.800636
-158.0,158,87.845512
-164.0,164,87.890724
-183.0,183,87.944686
-165.0,165,87.992298
-140.0,140,88.033562
-200.0,200,88.090007
-200.0,200,88.14878
-183.0,183,88.204235
-200.0,200,88.262868
-175.0,175,88.312775
-196.0,196,88.367746
-200.0,200,88.42529
-159.0,159,88.470704
-192.0,192,88.524939
-161.0,161,88.570361
-145.0,145,88.613567
-171.0,171,88.663151
-158.0,158,88.707214
-159.0,159,88.752114
-179.0,179,88.804995
-124.0,124,88.840444
-189.0,189,88.893656
-200.0,200,88.947616
-152.0,152,88.994223
-150.0,150,89.03482
-143.0,143,89.075116
-151.0,151,89.115991
-195.0,195,89.178258
-167.0,167,89.222903
-147.0,147,89.268101
-157.0,157,89.31446
-139.0,139,89.356767
-160.0,160,89.401884
-140.0,140,89.438581
-135.0,135,89.478528
-159.0,159,89.525488
-155.0,155,89.566945
-159.0,159,89.614326
-177.0,177,89.667947
-145.0,145,89.714612
-170.0,170,89.76017
-163.0,163,89.804407
-180.0,180,89.857128
-137.0,137,89.895897
-147.0,147,89.936852
-145.0,145,89.977096
-200.0,200,90.034672
-150.0,150,90.080104
-149.0,149,90.124351
-140.0,140,90.160757
-119.0,119,90.195839
-119.0,119,90.23166
-144.0,144,90.273542
-114.0,114,90.304914
-119.0,119,90.339664
-117.0,117,90.373701
-200.0,200,90.431592
-152.0,152,90.476286
-143.0,143,90.517466
-194.0,194,90.574322
-139.0,139,90.615353
-182.0,182,90.666208
-147.0,147,90.707243
-149.0,149,90.757041
-150.0,150,90.798831
-179.0,179,90.849304
-151.0,151,90.894257
-169.0,169,90.942402
-152.0,152,90.987033
-142.0,142,91.026615
-154.0,154,91.067596
-200.0,200,91.128048
-146.0,146,91.169583
-189.0,189,91.223582
-139.0,139,91.260448
-200.0,200,91.32106
-178.0,178,91.370711
-200.0,200,91.42907
-155.0,155,91.471136
-128.0,128,91.51013
-116.0,116,91.542972
-145.0,145,91.58816
-131.0,131,91.625331
-190.0,190,91.688647
-200.0,200,91.748064
-145.0,145,91.78981
-143.0,143,91.832342
-197.0,197,91.891766
-141.0,141,91.934252
-200.0,200,91.995253
-193.0,193,92.050363
-200.0,200,92.107781
-173.0,173,92.159239
-155.0,155,92.206674
-146.0,146,92.250002
-153.0,153,92.293963
-200.0,200,92.353055
-200.0,200,92.407999
-155.0,155,92.45235
-161.0,161,92.49957
-200.0,200,92.560235
-200.0,200,92.620416
-200.0,200,92.682435
-200.0,200,92.743995
-200.0,200,92.802914
-165.0,165,92.848636
-200.0,200,92.907379
-140.0,140,92.946136
-200.0,200,93.004229
-200.0,200,93.058499
-146.0,146,93.099323
-148.0,148,93.147543
-200.0,200,93.201803
-175.0,175,93.251098
-168.0,168,93.299498
-145.0,145,93.341892
-156.0,156,93.382635
-151.0,151,93.426777
-164.0,164,93.471661
-200.0,200,93.537852
-149.0,149,93.578556
-152.0,152,93.619544
-163.0,163,93.668046
-179.0,179,93.721774
-151.0,151,93.762346
-141.0,141,93.802558
-154.0,154,93.846682
-150.0,150,93.889871
-153.0,153,93.933944
-155.0,155,93.97434
-172.0,172,94.023294
-157.0,157,94.070105
-168.0,168,94.115137
-152.0,152,94.159101
-175.0,175,94.208094
-155.0,155,94.25163
-142.0,142,94.291646
-142.0,142,94.331724
-142.0,142,94.371477
-148.0,148,94.414268
-152.0,152,94.458806
-200.0,200,94.512768
-153.0,153,94.558433
-149.0,149,94.603629
-150.0,150,94.64814
-149.0,149,94.688775
-139.0,139,94.729001
-152.0,152,94.771869
-144.0,144,94.8122
-143.0,143,94.852451
-158.0,158,94.896639
-87.0,87,94.921805
-141.0,141,94.962115
-175.0,175,95.011163
-159.0,159,95.0557
-144.0,144,95.097973
-110.0,110,95.12969
-140.0,140,95.16929
-141.0,141,95.205902
-149.0,149,95.252277
-136.0,136,95.288509
-138.0,138,95.328446
-142.0,142,95.368272
-136.0,136,95.409518
-140.0,140,95.449664
-199.0,199,95.503659
-151.0,151,95.547483
-179.0,179,95.599002
-137.0,137,95.638584
-88.0,88,95.661633
-138.0,138,95.701239
-140.0,140,95.743567
-144.0,144,95.783865
-135.0,135,95.820099
-171.0,171,95.868631
-160.0,160,95.915217
-138.0,138,95.951575
-143.0,143,95.99265
-139.0,139,96.032406
-141.0,141,96.073901
-155.0,155,96.114513
-140.0,140,96.154076
-141.0,141,96.193711
-139.0,139,96.239208
-138.0,138,96.275595
-145.0,145,96.31565
-136.0,136,96.355665
-185.0,185,96.407013
-137.0,137,96.446868
-93.0,93,96.473705
-138.0,138,96.510223
-139.0,139,96.55249
-142.0,142,96.59227
-141.0,141,96.632053
-158.0,158,96.676679
-176.0,176,96.728121
-103.0,103,96.755122
-135.0,135,96.794295
-137.0,137,96.830174
-161.0,161,96.877274
-144.0,144,96.917362
-174.0,174,96.966405
-145.0,145,97.006651
-148.0,148,97.052453
-135.0,135,97.091853
-138.0,138,97.12793
-141.0,141,97.16759
-137.0,137,97.210203
-192.0,192,97.263994
-141.0,141,97.303785
-158.0,158,97.344659
-140.0,140,97.386733
-143.0,143,97.427912
-129.0,129,97.463472
-151.0,151,97.507612
-151.0,151,97.550565
-174.0,174,97.599101
-146.0,146,97.638926
-155.0,155,97.683488
-152.0,152,97.726221
-158.0,158,97.770717
-101.0,101,97.797597
-152.0,152,97.841239
-129.0,129,97.881961
-119.0,119,97.913561
-157.0,157,97.957836
-126.0,126,97.993076
-91.0,91,98.021756
-100.0,100,98.049433
-119.0,119,98.084052
-150.0,150,98.124228
-147.0,147,98.166839
-123.0,123,98.202103
-110.0,110,98.233281
-162.0,162,98.27767
-117.0,117,98.311291
-173.0,173,98.360091
-88.0,88,98.382973
-194.0,194,98.439425
-200.0,200,98.495266
-154.0,154,98.539459
-98.0,98,98.566274
-154.0,154,98.606944
-125.0,125,98.647515
-159.0,159,98.692441
-115.0,115,98.723679
-119.0,119,98.758636
-114.0,114,98.792357
-112.0,112,98.825381
-113.0,113,98.856591
-159.0,159,98.900787
-165.0,165,98.948171
-163.0,163,98.992793
-116.0,116,99.027592
-92.0,92,99.050833
-90.0,90,99.079491
-91.0,91,99.105858
-176.0,176,99.154537
-157.0,157,99.198645
-93.0,93,99.224245
-117.0,117,99.25904
-88.0,88,99.282069
-91.0,91,99.308347
-112.0,112,99.343995
-111.0,111,99.375797
-90.0,90,99.398884
-113.0,113,99.42983
-161.0,161,99.480466
-166.0,166,99.524951
-162.0,162,99.569789
-158.0,158,99.614028
-149.0,149,99.656551
-121.0,121,99.691921
-155.0,155,99.732665
-106.0,106,99.763518
-123.0,123,99.801181
-124.0,124,99.836461
-171.0,171,99.881295
-111.0,111,99.912617
-162.0,162,99.959489
-178.0,178,100.008626
-160.0,160,100.05284
-163.0,163,100.101423
-154.0,154,100.147647
-154.0,154,100.192024
-159.0,159,100.237704
-150.0,150,100.277926
-133.0,133,100.316209
-98.0,98,100.346489
-91.0,91,100.369246
-167.0,167,100.417396
-160.0,160,100.463991
-120.0,120,100.495801
-147.0,147,100.535858
-156.0,156,100.580493
-154.0,154,100.627138
-177.0,177,100.675839
-157.0,157,100.721571
-90.0,90,100.745071
-160.0,160,100.792033
-157.0,157,100.836027
-154.0,154,100.880218
-152.0,152,100.92064
-163.0,163,100.970326
-157.0,157,101.01459
-160.0,160,101.058482
-159.0,159,101.103175
-155.0,155,101.149735
-147.0,147,101.189683
-96.0,96,101.21628
-159.0,159,101.260548
-150.0,150,101.303613
-159.0,159,101.347876
-164.0,164,101.395774
-149.0,149,101.435998
-155.0,155,101.482318
-108.0,108,101.512026
-151.0,151,101.558332
-158.0,158,101.603524
-158.0,158,101.646565
-164.0,164,101.696244
-158.0,158,101.740154
-168.0,168,101.785237
-180.0,180,101.839961
-124.0,124,101.874779
-156.0,156,101.91835
-154.0,154,101.958876
-162.0,162,102.009115
-158.0,158,102.049872
-156.0,156,102.093539
-91.0,91,102.120137
-152.0,152,102.162838
-166.0,166,102.21077
-158.0,158,102.254816
-161.0,161,102.299913
-167.0,167,102.346765
-158.0,158,102.390901
-155.0,155,102.434818
-101.0,101,102.461924
-158.0,158,102.5111
-149.0,149,102.551645
-156.0,156,102.595687
-158.0,158,102.639953
-150.0,150,102.682486
-153.0,153,102.726412
-145.0,145,102.766338
-149.0,149,102.80676
-160.0,160,102.853366
-160.0,160,102.89908
-144.0,144,102.938748
-152.0,152,102.982514
-156.0,156,103.025603
-161.0,161,103.071393
-142.0,142,103.110885
-159.0,159,103.155024
-161.0,161,103.201814
-153.0,153,103.245599
-160.0,160,103.289501
-148.0,148,103.330035
-143.0,143,103.375665
-173.0,173,103.424169
-157.0,157,103.468384
-156.0,156,103.509155
-91.0,91,103.537834
-164.0,164,103.582588
-146.0,146,103.625623
-156.0,156,103.666512
-200.0,200,103.725526
-162.0,162,103.769634
-159.0,159,103.8143
-200.0,200,103.867636
-168.0,168,103.91855
-200.0,200,103.972169
-145.0,145,104.011714
-147.0,147,104.055184
-158.0,158,104.101225
-156.0,156,104.145623
-159.0,159,104.189738
-149.0,149,104.230719
-200.0,200,104.291372
-157.0,157,104.335867
-200.0,200,104.389127
-144.0,144,104.428862
-200.0,200,104.49026
-146.0,146,104.530361
-151.0,151,104.570797
-145.0,145,104.610944
-151.0,151,104.65783
-200.0,200,104.711377
-152.0,152,104.755074
-153.0,153,104.795098
-150.0,150,104.84408
-168.0,168,104.889105
-150.0,150,104.932694
-200.0,200,104.986915
-147.0,147,105.030059
-153.0,153,105.073738
-103.0,103,105.100992
-146.0,146,105.141281
-157.0,157,105.187728
-165.0,165,105.236095
-153.0,153,105.276232
-156.0,156,105.320066
-181.0,181,105.37246
-200.0,200,105.429275
-181.0,181,105.477811
-200.0,200,105.534855
-161.0,161,105.585128
-200.0,200,105.638736
-200.0,200,105.696078
-167.0,167,105.740701
-200.0,200,105.800177
-174.0,174,105.845683
-200.0,200,105.904583
-200.0,200,105.958823
-200.0,200,106.019211
-200.0,200,106.07296
-200.0,200,106.129974
-200.0,200,106.183724
-154.0,154,106.229932
-200.0,200,106.286882
-200.0,200,106.340335
-200.0,200,106.397711
-200.0,200,106.456186
-200.0,200,106.513434
-200.0,200,106.567456
-200.0,200,106.624157
-200.0,200,106.680671
-200.0,200,106.737824
-200.0,200,106.791788
-136.0,136,106.831186
-190.0,190,106.883932
-200.0,200,106.940873
-200.0,200,106.994903
-137.0,137,107.03466
-120.0,120,107.06861
-177.0,177,107.120834
-200.0,200,107.174509
-136.0,136,107.214556
-127.0,127,107.251426
-118.0,118,107.286675
-161.0,161,107.332882
-200.0,200,107.387104
-113.0,113,107.420503
-114.0,114,107.455237
-200.0,200,107.50875
-123.0,123,107.544126
-200.0,200,107.600546
-110.0,110,107.631313
-116.0,116,107.662546
-114.0,114,107.697659
-119.0,119,107.731884
-122.0,122,107.767134
-121.0,121,107.798774
-115.0,115,107.829848
-200.0,200,107.891737
-114.0,114,107.923072
-176.0,176,107.971795
-118.0,118,108.003098
-112.0,112,108.036308
-112.0,112,108.067713
-116.0,116,108.102071
-110.0,110,108.129229
-190.0,190,108.185039
-131.0,131,108.224213
-180.0,180,108.273119
-149.0,149,108.31356
-200.0,200,108.373027
-182.0,182,108.42203
-114.0,114,108.452896
-111.0,111,108.483897
-191.0,191,108.543317
-147.0,147,108.583825
-109.0,109,108.614706
-112.0,112,108.645741
-182.0,182,108.697518
-166.0,166,108.747191
-117.0,117,108.778639
-160.0,160,108.822767
-131.0,131,108.860836
-115.0,115,108.892387
-113.0,113,108.923757
-189.0,189,108.976392
-160.0,160,109.022805
-168.0,168,109.071466
-177.0,177,109.120099
-180.0,180,109.169099
-166.0,166,109.219032
-200.0,200,109.276745
-190.0,190,109.32949
-188.0,188,109.382849
-117.0,117,109.417059
-142.0,142,109.457234
-113.0,113,109.488262
-113.0,113,109.519026
-131.0,131,109.557671
-109.0,109,109.589088
-117.0,117,109.620585
-182.0,182,109.673163
-146.0,146,109.715498
-177.0,177,109.764697
-175.0,175,109.813192
-186.0,186,109.862399
-116.0,116,109.901935
-113.0,113,109.933426
-154.0,154,109.974131
-150.0,150,110.022324
-183.0,183,110.074485
-110.0,110,110.106096
-151.0,151,110.1476
-177.0,177,110.196555
-164.0,164,110.247145
-118.0,118,110.27877
-114.0,114,110.30996
-168.0,168,110.357897
-147.0,147,110.400144
-157.0,157,110.444313
-185.0,185,110.493484
-146.0,146,110.53386
-126.0,126,110.575805
-200.0,200,110.633897
-157.0,157,110.677947
-156.0,156,110.718617
-111.0,111,110.752267
-200.0,200,110.809559
-161.0,161,110.853709
-121.0,121,110.885498
-148.0,148,110.931645
-160.0,160,110.976288
-160.0,160,111.020502
-172.0,172,111.065658
-115.0,115,111.10281
-112.0,112,111.13477
-123.0,123,111.167488
-166.0,166,111.215838
-173.0,173,111.266007
-121.0,121,111.301648
-181.0,181,111.350583
-107.0,107,111.381662
-111.0,111,111.415778
-178.0,178,111.465112
-174.0,174,111.514078
-174.0,174,111.564418
-115.0,115,111.598217
-106.0,106,111.629058
-200.0,200,111.68271
-122.0,122,111.717973
-90.0,90,111.742919
-120.0,120,111.778091
-185.0,185,111.827795
-108.0,108,111.858782
-102.0,102,111.894747
-108.0,108,111.922849
-186.0,186,111.976436
-125.0,125,112.011856
-118.0,118,112.045852
-153.0,153,112.090023
-91.0,91,112.112901
-139.0,139,112.152413
-158.0,158,112.199048
-149.0,149,112.239439
-120.0,120,112.274585
-155.0,155,112.315735
-168.0,168,112.366181
-106.0,106,112.396817
-163.0,163,112.441178
-118.0,118,112.47287
-200.0,200,112.535122
-159.0,159,112.579431
-138.0,138,112.615896
-129.0,129,112.65147
-200.0,200,112.7111
-148.0,148,112.75122
-198.0,198,112.804558
-157.0,157,112.849113
-161.0,161,112.895745
-156.0,156,112.939806
-200.0,200,113.00288
-159.0,159,113.043811
-132.0,132,113.085316
-197.0,197,113.13956
-186.0,186,113.192516
-165.0,165,113.237317
-143.0,143,113.282785
-162.0,162,113.327769
-141.0,141,113.36781
-180.0,180,113.420065
-171.0,171,113.471948
-166.0,166,113.517086
-176.0,176,113.566198
-162.0,162,113.610932
-170.0,170,113.662132
-166.0,166,113.707604
-153.0,153,113.751504
-157.0,157,113.795774
-152.0,152,113.838589
-145.0,145,113.878881
-152.0,152,113.922488
-155.0,155,113.963289
-149.0,149,114.01244
-156.0,156,114.053979
-117.0,117,114.088891
-157.0,157,114.134589
-188.0,188,114.189602
-111.0,111,114.221351
-150.0,150,114.266012
-176.0,176,114.31491
-153.0,153,114.358697
-110.0,110,114.389752
-162.0,162,114.435853
-174.0,174,114.484635
-111.0,111,114.517798
-151.0,151,114.558513
-113.0,113,114.592754
-106.0,106,114.620011
-101.0,101,114.651553
-106.0,106,114.682668
-147.0,147,114.72319
-122.0,122,114.758469
-152.0,152,114.80147
-148.0,148,114.845223
-113.0,113,114.876555
-112.0,112,114.907474
-106.0,106,114.937018
-89.0,89,114.963588
-147.0,147,115.003904
-119.0,119,115.03851
